Year,SA3_MAIN11,SA3_NAME11,Estimated_resident_population
2009,10903,Upper Murray exc. Albury,41827
2010,10903,Upper Murray exc. Albury,41770
2011,10903,Upper Murray exc. Albury,41634
2012,10903,Upper Murray exc. Albury,41860
2013,10903,Upper Murray exc. Albury,42061
2014,10903,Upper Murray exc. Albury,42303
2015,10903,Upper Murray exc. Albury,42484
2016,10903,Upper Murray exc. Albury,42542
1991,11001,Armidale,39147
1992,11001,Armidale,39054
1993,11001,Armidale,38626
1994,11001,Armidale,38348
1995,11001,Armidale,37807
1996,11001,Armidale,37440
1997,11001,Armidale,37336
1998,11001,Armidale,37190
1999,11001,Armidale,36997
2000,11001,Armidale,36852
2001,11001,Armidale,36743
2002,11001,Armidale,36594
2003,11001,Armidale,36291
2004,11001,Armidale,36051
2005,11001,Armidale,35983
2006,11001,Armidale,36035
2007,11001,Armidale,36139
2008,11001,Armidale,36582
2009,11001,Armidale,36992
2010,11001,Armidale,37263
2011,11001,Armidale,37397
2012,11001,Armidale,37609
2013,11001,Armidale,37769
2014,11001,Armidale,37906
2015,11001,Armidale,38005
2016,11001,Armidale,38098
1991,11002,Inverell - Tenterfield,39982
1992,11002,Inverell - Tenterfield,39860
1993,11002,Inverell - Tenterfield,39525
1994,11002,Inverell - Tenterfield,39155
1995,11002,Inverell - Tenterfield,38482
1996,11002,Inverell - Tenterfield,38128
1997,11002,Inverell - Tenterfield,38157
1998,11002,Inverell - Tenterfield,38205
1999,11002,Inverell - Tenterfield,38161
2000,11002,Inverell - Tenterfield,38034
2001,11002,Inverell - Tenterfield,38138
2002,11002,Inverell - Tenterfield,38158
2003,11002,Inverell - Tenterfield,37985
2004,11002,Inverell - Tenterfield,37813
2005,11002,Inverell - Tenterfield,37885
2006,11002,Inverell - Tenterfield,38112
2007,11002,Inverell - Tenterfield,38183
2008,11002,Inverell - Tenterfield,38251
2009,11002,Inverell - Tenterfield,38581
2010,11002,Inverell - Tenterfield,38788
2011,11002,Inverell - Tenterfield,38859
2012,11002,Inverell - Tenterfield,38876
2013,11002,Inverell - Tenterfield,38851
2014,11002,Inverell - Tenterfield,38844
2015,11002,Inverell - Tenterfield,38846
2016,11002,Inverell - Tenterfield,38858
1991,11003,Moree - Narrabri,31148
1992,11003,Moree - Narrabri,30796
1993,11003,Moree - Narrabri,30362
1994,11003,Moree - Narrabri,29990
1995,11003,Moree - Narrabri,29489
1996,11003,Moree - Narrabri,29043
1997,11003,Moree - Narrabri,29249
1998,11003,Moree - Narrabri,29387
1999,11003,Moree - Narrabri,29621
2000,11003,Moree - Narrabri,29790
2001,11003,Moree - Narrabri,30007
2002,11003,Moree - Narrabri,29532
2003,11003,Moree - Narrabri,28941
2004,11003,Moree - Narrabri,28225
2005,11003,Moree - Narrabri,27658
2006,11003,Moree - Narrabri,27228
2007,11003,Moree - Narrabri,26855
2008,11003,Moree - Narrabri,26707
2009,11003,Moree - Narrabri,26691
2010,11003,Moree - Narrabri,26750
2011,11003,Moree - Narrabri,26791
2012,11003,Moree - Narrabri,26782
2013,11003,Moree - Narrabri,26774
2014,11003,Moree - Narrabri,26726
2015,11003,Moree - Narrabri,26601
2016,11003,Moree - Narrabri,26452
1991,11004,Tamworth - Gunnedah,75817
1992,11004,Tamworth - Gunnedah,75772
1993,11004,Tamworth - Gunnedah,75365
1994,11004,Tamworth - Gunnedah,75234
1995,11004,Tamworth - Gunnedah,74629
1996,11004,Tamworth - Gunnedah,74330
1997,11004,Tamworth - Gunnedah,74457
1998,11004,Tamworth - Gunnedah,74573
1999,11004,Tamworth - Gunnedah,74628
2000,11004,Tamworth - Gunnedah,74673
2001,11004,Tamworth - Gunnedah,74837
2002,11004,Tamworth - Gunnedah,74942
2003,11004,Tamworth - Gunnedah,74921
2004,11004,Tamworth - Gunnedah,74832
2005,11004,Tamworth - Gunnedah,74836
2006,11004,Tamworth - Gunnedah,75395
2007,11004,Tamworth - Gunnedah,76119
2008,11004,Tamworth - Gunnedah,76730
2009,11004,Tamworth - Gunnedah,77589
2010,11004,Tamworth - Gunnedah,78627
2011,11004,Tamworth - Gunnedah,79512
2012,11004,Tamworth - Gunnedah,80043
2013,11004,Tamworth - Gunnedah,80612
2014,11004,Tamworth - Gunnedah,81286
2015,11004,Tamworth - Gunnedah,81872
2016,11004,Tamworth - Gunnedah,82379
1991,11101,Lake Macquarie - East,109284
1992,11101,Lake Macquarie - East,109716
1993,11101,Lake Macquarie - East,110020
1994,11101,Lake Macquarie - East,110450
1995,11101,Lake Macquarie - East,111124
1996,11101,Lake Macquarie - East,112045
1997,11101,Lake Macquarie - East,112924
1998,11101,Lake Macquarie - East,113880
1999,11101,Lake Macquarie - East,114921
2000,11101,Lake Macquarie - East,115874
2001,11101,Lake Macquarie - East,116872
2002,11101,Lake Macquarie - East,117240
2003,11101,Lake Macquarie - East,117475
2004,11101,Lake Macquarie - East,117419
2005,11101,Lake Macquarie - East,117416
2006,11101,Lake Macquarie - East,117454
2007,11101,Lake Macquarie - East,117817
2008,11101,Lake Macquarie - East,118632
2009,11101,Lake Macquarie - East,119970
2010,11101,Lake Macquarie - East,120895
2011,11101,Lake Macquarie - East,121876
2012,11101,Lake Macquarie - East,122184
2013,11101,Lake Macquarie - East,122636
2014,11101,Lake Macquarie - East,123083
2015,11101,Lake Macquarie - East,123334
2016,11101,Lake Macquarie - East,123536
1991,11102,Lake Macquarie - West,58700
1992,11102,Lake Macquarie - West,59390
1993,11102,Lake Macquarie - West,59687
1994,11102,Lake Macquarie - West,60637
1995,11102,Lake Macquarie - West,61684
1996,11102,Lake Macquarie - West,62489
1997,11102,Lake Macquarie - West,63696
1998,11102,Lake Macquarie - West,64746
1999,11102,Lake Macquarie - West,65805
2000,11102,Lake Macquarie - West,66279
2001,11102,Lake Macquarie - West,67249
2002,11102,Lake Macquarie - West,67934
2003,11102,Lake Macquarie - West,68412
2004,11102,Lake Macquarie - West,68676
2005,11102,Lake Macquarie - West,68834
2006,11102,Lake Macquarie - West,68817
2007,11102,Lake Macquarie - West,69497
2008,11102,Lake Macquarie - West,70483
2009,11102,Lake Macquarie - West,71418
2010,11102,Lake Macquarie - West,72093
2011,11102,Lake Macquarie - West,72679
2012,11102,Lake Macquarie - West,73435
2013,11102,Lake Macquarie - West,74322
2014,11102,Lake Macquarie - West,75381
2015,11102,Lake Macquarie - West,76258
2016,11102,Lake Macquarie - West,77075
1991,11103,Newcastle,143088
1992,11103,Newcastle,143389
1993,11103,Newcastle,143380
1994,11103,Newcastle,143204
1995,11103,Newcastle,143436
1996,11103,Newcastle,144308
1997,11103,Newcastle,145173
1998,11103,Newcastle,145765
1999,11103,Newcastle,146503
2000,11103,Newcastle,147269
2001,11103,Newcastle,148073
2002,11103,Newcastle,149247
2003,11103,Newcastle,150555
2004,11103,Newcastle,151722
2005,11103,Newcastle,152700
2006,11103,Newcastle,153511
2007,11103,Newcastle,155391
2008,11103,Newcastle,157570
2009,11103,Newcastle,159113
2010,11103,Newcastle,160812
2011,11103,Newcastle,163007
2012,11103,Newcastle,164209
2013,11103,Newcastle,165526
2014,11103,Newcastle,167046
2015,11103,Newcastle,168364
2016,11103,Newcastle,169571
1991,11201,Richmond Valley - Coastal,56776
1992,11201,Richmond Valley - Coastal,58567
1993,11201,Richmond Valley - Coastal,60079
1994,11201,Richmond Valley - Coastal,62247
1995,11201,Richmond Valley - Coastal,64312
1996,11201,Richmond Valley - Coastal,65427
1997,11201,Richmond Valley - Coastal,66768
1998,11201,Richmond Valley - Coastal,68051
1999,11201,Richmond Valley - Coastal,69553
2000,11201,Richmond Valley - Coastal,70669
2001,11201,Richmond Valley - Coastal,71896
2002,11201,Richmond Valley - Coastal,72906
2003,11201,Richmond Valley - Coastal,73609
2004,11201,Richmond Valley - Coastal,74020
2005,11201,Richmond Valley - Coastal,74205
2006,11201,Richmond Valley - Coastal,74545
2007,11201,Richmond Valley - Coastal,74952
2008,11201,Richmond Valley - Coastal,75362
2009,11201,Richmond Valley - Coastal,75791
2010,11201,Richmond Valley - Coastal,76161
2011,11201,Richmond Valley - Coastal,76358
2012,11201,Richmond Valley - Coastal,77057
2013,11201,Richmond Valley - Coastal,77824
2014,11201,Richmond Valley - Coastal,78563
2015,11201,Richmond Valley - Coastal,79392
2016,11201,Richmond Valley - Coastal,80412
1991,11202,Richmond Valley - Hinterland,68623
1992,11202,Richmond Valley - Hinterland,69190
1993,11202,Richmond Valley - Hinterland,69287
1994,11202,Richmond Valley - Hinterland,69570
1995,11202,Richmond Valley - Hinterland,69758
1996,11202,Richmond Valley - Hinterland,69760
1997,11202,Richmond Valley - Hinterland,69732
1998,11202,Richmond Valley - Hinterland,69519
1999,11202,Richmond Valley - Hinterland,69200
2000,11202,Richmond Valley - Hinterland,69115
2001,11202,Richmond Valley - Hinterland,68887
2002,11202,Richmond Valley - Hinterland,68856
2003,11202,Richmond Valley - Hinterland,68697
2004,11202,Richmond Valley - Hinterland,68697
2005,11202,Richmond Valley - Hinterland,69004
2006,11202,Richmond Valley - Hinterland,69674
2007,11202,Richmond Valley - Hinterland,70240
2008,11202,Richmond Valley - Hinterland,70536
2009,11202,Richmond Valley - Hinterland,70912
2010,11202,Richmond Valley - Hinterland,71405
2011,11202,Richmond Valley - Hinterland,71703
2012,11202,Richmond Valley - Hinterland,71744
2013,11202,Richmond Valley - Hinterland,71756
2014,11202,Richmond Valley - Hinterland,71677
2015,11202,Richmond Valley - Hinterland,71484
2016,11202,Richmond Valley - Hinterland,71294
1991,11203,Tweed Valley,54185
1992,11203,Tweed Valley,56122
1993,11203,Tweed Valley,58201
1994,11203,Tweed Valley,60618
1995,11203,Tweed Valley,62842
1996,11203,Tweed Valley,64939
1997,11203,Tweed Valley,67166
1998,11203,Tweed Valley,69061
1999,11203,Tweed Valley,70533
2000,11203,Tweed Valley,72618
2001,11203,Tweed Valley,73980
2002,11203,Tweed Valley,75711
2003,11203,Tweed Valley,77868
2004,11203,Tweed Valley,79555
2005,11203,Tweed Valley,80382
2006,11203,Tweed Valley,81531
2007,11203,Tweed Valley,83060
2008,11203,Tweed Valley,84842
2009,11203,Tweed Valley,86539
2010,11203,Tweed Valley,87722
2011,11203,Tweed Valley,88437
2012,11203,Tweed Valley,89242
2013,11203,Tweed Valley,90143
2014,11203,Tweed Valley,91029
2015,11203,Tweed Valley,92109
2016,11203,Tweed Valley,93458
1991,11301,Griffith - Murrumbidgee (West),46393
1992,11301,Griffith - Murrumbidgee (West),46443
1993,11301,Griffith - Murrumbidgee (West),46563
1994,11301,Griffith - Murrumbidgee (West),46731
1995,11301,Griffith - Murrumbidgee (West),46803
1996,11301,Griffith - Murrumbidgee (West),47152
1997,11301,Griffith - Murrumbidgee (West),47374
1998,11301,Griffith - Murrumbidgee (West),47505
1999,11301,Griffith - Murrumbidgee (West),48099
2000,11301,Griffith - Murrumbidgee (West),48855
2001,11301,Griffith - Murrumbidgee (West),49373
2002,11301,Griffith - Murrumbidgee (West),49170
2003,11301,Griffith - Murrumbidgee (West),48767
2004,11301,Griffith - Murrumbidgee (West),48432
2005,11301,Griffith - Murrumbidgee (West),48190
2006,11301,Griffith - Murrumbidgee (West),48091
2007,11301,Griffith - Murrumbidgee (West),47936
2008,11301,Griffith - Murrumbidgee (West),47997
2009,11301,Griffith - Murrumbidgee (West),48295
2010,11301,Griffith - Murrumbidgee (West),48406
2011,11301,Griffith - Murrumbidgee (West),48418
2012,11301,Griffith - Murrumbidgee (West),48675
2013,11301,Griffith - Murrumbidgee (West),48905
2014,11301,Griffith - Murrumbidgee (West),49103
2015,11301,Griffith - Murrumbidgee (West),49276
2016,11301,Griffith - Murrumbidgee (West),49464
1991,11302,Tumut - Tumbarumba,15429
1992,11302,Tumut - Tumbarumba,15393
1993,11302,Tumut - Tumbarumba,15328
1994,11302,Tumut - Tumbarumba,15264
1995,11302,Tumut - Tumbarumba,15194
1996,11302,Tumut - Tumbarumba,15187
1997,11302,Tumut - Tumbarumba,15171
1998,11302,Tumut - Tumbarumba,15129
1999,11302,Tumut - Tumbarumba,15141
2000,11302,Tumut - Tumbarumba,15103
2001,11302,Tumut - Tumbarumba,15112
2002,11302,Tumut - Tumbarumba,15047
2003,11302,Tumut - Tumbarumba,15063
2004,11302,Tumut - Tumbarumba,14805
2005,11302,Tumut - Tumbarumba,14710
2006,11302,Tumut - Tumbarumba,14711
2007,11302,Tumut - Tumbarumba,14668
2008,11302,Tumut - Tumbarumba,14603
2009,11302,Tumut - Tumbarumba,14701
2010,11302,Tumut - Tumbarumba,14787
2011,11302,Tumut - Tumbarumba,14793
2012,11302,Tumut - Tumbarumba,14790
2013,11302,Tumut - Tumbarumba,14776
2014,11302,Tumut - Tumbarumba,14758
2015,11302,Tumut - Tumbarumba,14718
2016,11302,Tumut - Tumbarumba,14686
1991,11303,Wagga Wagga,86238
1992,11303,Wagga Wagga,86528
1993,11303,Wagga Wagga,87284
1994,11303,Wagga Wagga,87414
1995,11303,Wagga Wagga,87257
1996,11303,Wagga Wagga,87269
1997,11303,Wagga Wagga,87353
1998,11303,Wagga Wagga,87232
1999,11303,Wagga Wagga,87441
2000,11303,Wagga Wagga,87419
2001,11303,Wagga Wagga,87629
2002,11303,Wagga Wagga,87848
2003,11303,Wagga Wagga,87745
2004,11303,Wagga Wagga,87826
2005,11303,Wagga Wagga,88313
2006,11303,Wagga Wagga,89073
2007,11303,Wagga Wagga,90010
2008,11303,Wagga Wagga,90880
2009,11303,Wagga Wagga,91647
2010,11303,Wagga Wagga,92190
2011,11303,Wagga Wagga,92509
2012,11303,Wagga Wagga,92993
2013,11303,Wagga Wagga,93550
2014,11303,Wagga Wagga,94149
2015,11303,Wagga Wagga,94896
2016,11303,Wagga Wagga,95644
1991,11401,Shoalhaven,70367
1992,11401,Shoalhaven,72661
1993,11401,Shoalhaven,74357
1994,11401,Shoalhaven,75986
1995,11401,Shoalhaven,77482
1996,11401,Shoalhaven,78846
1997,11401,Shoalhaven,80629
1998,11401,Shoalhaven,81848
1999,11401,Shoalhaven,83506
2000,11401,Shoalhaven,85161
2001,11401,Shoalhaven,86827
2002,11401,Shoalhaven,88021
2003,11401,Shoalhaven,88831
2004,11401,Shoalhaven,89319
2005,11401,Shoalhaven,90144
2006,11401,Shoalhaven,90481
2007,11401,Shoalhaven,91464
2008,11401,Shoalhaven,92257
2009,11401,Shoalhaven,93622
2010,11401,Shoalhaven,94934
2011,11401,Shoalhaven,96006
2012,11401,Shoalhaven,96989
2013,11401,Shoalhaven,97891
2014,11401,Shoalhaven,99090
2015,11401,Shoalhaven,100331
2016,11401,Shoalhaven,101617
1991,11402,Southern Highlands,34225
1992,11402,Southern Highlands,35017
1993,11402,Southern Highlands,35711
1994,11402,Southern Highlands,36382
1995,11402,Southern Highlands,37260
1996,11402,Southern Highlands,38118
1997,11402,Southern Highlands,38680
1998,11402,Southern Highlands,39116
1999,11402,Southern Highlands,40206
2000,11402,Southern Highlands,41425
2001,11402,Southern Highlands,42327
2002,11402,Southern Highlands,42908
2003,11402,Southern Highlands,43195
2004,11402,Southern Highlands,43337
2005,11402,Southern Highlands,43369
2006,11402,Southern Highlands,43484
2007,11402,Southern Highlands,44045
2008,11402,Southern Highlands,44516
2009,11402,Southern Highlands,45144
2010,11402,Southern Highlands,45722
2011,11402,Southern Highlands,46118
2012,11402,Southern Highlands,46496
2013,11402,Southern Highlands,47003
2014,11402,Southern Highlands,47536
2015,11402,Southern Highlands,48238
2016,11402,Southern Highlands,49059
1991,11501,Baulkham Hills,94092
1992,11501,Baulkham Hills,96070
1993,11501,Baulkham Hills,97866
1994,11501,Baulkham Hills,99305
1995,11501,Baulkham Hills,101593
1996,11501,Baulkham Hills,103965
1997,11501,Baulkham Hills,107584
1998,11501,Baulkham Hills,111404
1999,11501,Baulkham Hills,113567
2000,11501,Baulkham Hills,115550
2001,11501,Baulkham Hills,118274
2002,11501,Baulkham Hills,121028
2003,11501,Baulkham Hills,123946
2004,11501,Baulkham Hills,126397
2005,11501,Baulkham Hills,128500
2006,11501,Baulkham Hills,130147
2007,11501,Baulkham Hills,131923
2008,11501,Baulkham Hills,134537
2009,11501,Baulkham Hills,137147
2010,11501,Baulkham Hills,138554
2011,11501,Baulkham Hills,139637
2012,11501,Baulkham Hills,140964
2013,11501,Baulkham Hills,142526
2014,11501,Baulkham Hills,144481
2015,11501,Baulkham Hills,146610
2016,11501,Baulkham Hills,148761
1991,11502,Dural - Wisemans Ferry,21525
1992,11502,Dural - Wisemans Ferry,21728
1993,11502,Dural - Wisemans Ferry,22102
1994,11502,Dural - Wisemans Ferry,22583
1995,11502,Dural - Wisemans Ferry,22902
1996,11502,Dural - Wisemans Ferry,23313
1997,11502,Dural - Wisemans Ferry,23774
1998,11502,Dural - Wisemans Ferry,24087
1999,11502,Dural - Wisemans Ferry,24429
2000,11502,Dural - Wisemans Ferry,24805
2001,11502,Dural - Wisemans Ferry,25175
2002,11502,Dural - Wisemans Ferry,25035
2003,11502,Dural - Wisemans Ferry,25040
2004,11502,Dural - Wisemans Ferry,25028
2005,11502,Dural - Wisemans Ferry,25052
2006,11502,Dural - Wisemans Ferry,25130
2007,11502,Dural - Wisemans Ferry,25224
2008,11502,Dural - Wisemans Ferry,25551
2009,11502,Dural - Wisemans Ferry,25893
2010,11502,Dural - Wisemans Ferry,26115
2011,11502,Dural - Wisemans Ferry,26365
2012,11502,Dural - Wisemans Ferry,26484
2013,11502,Dural - Wisemans Ferry,26629
2014,11502,Dural - Wisemans Ferry,26792
2015,11502,Dural - Wisemans Ferry,26944
2016,11502,Dural - Wisemans Ferry,27076
1991,11503,Hawkesbury,19210
1992,11503,Hawkesbury,19617
1993,11503,Hawkesbury,20100
1994,11503,Hawkesbury,20496
1995,11503,Hawkesbury,20838
1996,11503,Hawkesbury,21274
1997,11503,Hawkesbury,21749
1998,11503,Hawkesbury,22180
1999,11503,Hawkesbury,22596
2000,11503,Hawkesbury,22999
2001,11503,Hawkesbury,23519
2002,11503,Hawkesbury,23723
2003,11503,Hawkesbury,23853
2004,11503,Hawkesbury,23610
2005,11503,Hawkesbury,23584
2006,11503,Hawkesbury,23759
2007,11503,Hawkesbury,23916
2008,11503,Hawkesbury,24183
2009,11503,Hawkesbury,24551
2010,11503,Hawkesbury,24721
2011,11503,Hawkesbury,24829
2012,11503,Hawkesbury,24845
2013,11503,Hawkesbury,24891
2014,11503,Hawkesbury,24952
2015,11503,Hawkesbury,25053
2016,11503,Hawkesbury,25165
1991,11504,Rouse Hill - McGraths Hill,11554
1992,11504,Rouse Hill - McGraths Hill,11714
1993,11504,Rouse Hill - McGraths Hill,11828
1994,11504,Rouse Hill - McGraths Hill,11952
1995,11504,Rouse Hill - McGraths Hill,11993
1996,11504,Rouse Hill - McGraths Hill,12088
1997,11504,Rouse Hill - McGraths Hill,12279
1998,11504,Rouse Hill - McGraths Hill,13155
1999,11504,Rouse Hill - McGraths Hill,15028
2000,11504,Rouse Hill - McGraths Hill,17066
2001,11504,Rouse Hill - McGraths Hill,18531
2002,11504,Rouse Hill - McGraths Hill,21005
2003,11504,Rouse Hill - McGraths Hill,22449
2004,11504,Rouse Hill - McGraths Hill,23312
2005,11504,Rouse Hill - McGraths Hill,24233
2006,11504,Rouse Hill - McGraths Hill,25284
2007,11504,Rouse Hill - McGraths Hill,25803
2008,11504,Rouse Hill - McGraths Hill,26440
2009,11504,Rouse Hill - McGraths Hill,27080
2010,11504,Rouse Hill - McGraths Hill,27483
2011,11504,Rouse Hill - McGraths Hill,28035
2012,11504,Rouse Hill - McGraths Hill,28931
2013,11504,Rouse Hill - McGraths Hill,29858
2014,11504,Rouse Hill - McGraths Hill,30907
2015,11504,Rouse Hill - McGraths Hill,32341
2016,11504,Rouse Hill - McGraths Hill,34081
1991,11601,Blacktown,113247
1992,11601,Blacktown,113488
1993,11601,Blacktown,113678
1994,11601,Blacktown,113902
1995,11601,Blacktown,114639
1996,11601,Blacktown,115608
1997,11601,Blacktown,116947
1998,11601,Blacktown,118204
1999,11601,Blacktown,119778
2000,11601,Blacktown,119977
2001,11601,Blacktown,120913
2002,11601,Blacktown,120387
2003,11601,Blacktown,119425
2004,11601,Blacktown,119289
2005,11601,Blacktown,119517
2006,11601,Blacktown,120117
2007,11601,Blacktown,121544
2008,11601,Blacktown,123857
2009,11601,Blacktown,126206
2010,11601,Blacktown,128470
2011,11601,Blacktown,130260
2012,11601,Blacktown,131342
2013,11601,Blacktown,133036
2014,11601,Blacktown,135095
2015,11601,Blacktown,137251
2016,11601,Blacktown,139391
1991,11602,Blacktown - North,23767
1992,11602,Blacktown - North,24932
1993,11602,Blacktown - North,26070
1994,11602,Blacktown - North,27618
1995,11602,Blacktown - North,30159
1996,11602,Blacktown - North,32892
1997,11602,Blacktown - North,34864
1998,11602,Blacktown - North,37114
1999,11602,Blacktown - North,39989
2000,11602,Blacktown - North,43573
2001,11602,Blacktown - North,47036
2002,11602,Blacktown - North,51146
2003,11602,Blacktown - North,54227
2004,11602,Blacktown - North,56739
2005,11602,Blacktown - North,59020
2006,11602,Blacktown - North,61729
2007,11602,Blacktown - North,65183
2008,11602,Blacktown - North,68170
2009,11602,Blacktown - North,71265
2010,11602,Blacktown - North,74829
2011,11602,Blacktown - North,77360
2012,11602,Blacktown - North,80493
2013,11602,Blacktown - North,84380
