SA2,SA2 NAME,Earners,Median_age_of_earners,Total_income_all_persons,Median_income,Mean_income,P80_over_P20,P80_over_P50,P20_over_P50,P10_over_P50,Gini,Top_1pc,Top_5pc,Top_10pc,Prop_Quartile1,Prop_Quartile2,Prop_Quartile3,Prop_Quartile4
497979799,Migratory - Offshore - Shipping (SA),,,,,,,,,,,,,,,,,
499999499,No usual address (SA),,,,,,,,,,,,,,,,,
501011001,Augusta,3251,49,164827944,36412,50701,5.79,2.11,0.36,0.14,0.53,8.3,23.1,35.7,33.1,27.8,20,19.1
501011002,Busselton,14861,45,844498413,43031,56826,5.2,2,0.39,0.17,0.476,7.1,20.4,32.3,26.7,27.1,22.4,23.8
501011003,Busselton Region,6790,44,419396569,42573,61767,5.77,2.14,0.37,0.16,0.526,9.2,24.4,37,27.9,26.2,20.6,25.2
501011004,Margaret River,6090,40,322825887,39419,53009,5.11,2.07,0.4,0.18,0.484,5.7,20.1,32.6,28.7,29.2,20.9,21.2
501021005,Australind - Leschenault,10323,42,719580285,53545,69707,5.54,2.07,0.37,0.17,0.462,5.7,18.2,29.9,22.3,22.9,19.5,35.3
501021007,Capel,3003,46,182462714,47326,60760,5.71,2.05,0.36,0.15,0.477,6,18.8,30.8,26,23.7,21.2,29.2
501021008,College Grove - Carey Park,3230,39,177456341,45742,54940,4.68,1.88,0.4,0.2,0.423,4.4,16.3,27.4,24.4,26.4,24.9,24.3
501021009,Collie,4521,45,317837487,52290,70302,7.65,2.44,0.32,0.14,0.469,4.9,16,27.2,25.7,21,15.1,38.2
501021010,Dardanup,1959,46,116095290,47791,59263,5.65,2.12,0.38,0.16,0.559,5,18.5,31.4,24.4,24.7,20.3,30.6
501021011,Davenport,43,46,4455859,64009,103625,,,,,,,,,,,,
501021012,Eaton - Pelican Point,6555,41,433814567,53217,66181,5.06,1.95,0.39,0.18,0.445,5.2,17.3,28.9,21.8,23,22.9,32.2
501021014,Harvey,5053,45,315202420,48415,62379,5.56,2.03,0.36,0.16,0.473,6.1,19,30.8,24.6,24.2,21.7,29.5
501021015,East Bunbury - Glen Iris,4149,41,251766267,47217,60681,4.61,1.98,0.43,0.2,0.448,5.9,18.5,30,22.4,27.1,23.3,27.2
501021016,Waroona,2166,47,145932992,51260,67374,6.89,2.27,0.33,0.14,0.474,5.7,17,28.5,25.7,20.8,18.9,34.6
501021251,Dalyellup,4839,40,354860001,55443,73333,4.93,2.01,0.41,0.2,0.457,6.8,19.2,30.6,19.8,22.6,21.4,36.2
501021252,Gelorup - Stratham,1865,48,151100354,56863,81019,5.94,2.1,0.35,0.14,0.516,10.6,24.7,36.1,22.3,20.5,20.1,37.2
501021253,South Bunbury - Bunbury,8317,45,586697561,51112,70542,5.46,2.06,0.38,0.17,0.494,9.6,22.8,34.5,23.2,22.9,21.9,32
501021254,Withers - Usher,2472,40,132890007,43841,53758,4.93,1.92,0.39,0.17,0.444,5.2,17.2,28.5,25.7,27,24.3,22.9
501031017,Bridgetown - Boyup Brook,3513,51,188355033,39919,53617,6.75,2.18,0.32,0.11,0.506,7.6,20.4,32.5,31.5,24.8,20,23.7
501031018,Donnybrook - Balingup,3473,48,186764626,39184,53776,6.87,2.27,0.33,0.13,0.509,5.6,19.4,32.2,31.5,25.4,18.5,24.6
501031019,Manjimup,3360,45,174743095,41940,52007,4.99,1.93,0.39,0.18,0.453,6.1,18.7,30,27.4,28.3,23.1,21.2
501031020,Pemberton,2822,50,138155480,34616,48957,6.87,2.19,0.32,0.12,0.541,8.3,23.3,36.3,35.4,26.4,19.1,19
502011021,Dawesville - Bouvard,3752,46,254532930,46100,67839,7.29,2.47,0.34,0.12,0.503,6.2,19.4,31.9,27.4,23.2,16,33.5
502011022,Falcon - Wannanup,5032,47,326484595,45433,64882,7.19,2.28,0.32,0.12,0.515,7.7,22,34.2,28.7,22.5,18.7,30.1
502011023,Greenfields,4810,43,280386455,42972,58292,5.59,2.14,0.38,0.16,0.482,6.6,19.8,31.9,27.1,25.9,21.4,25.6
502011024,Halls Head - Erskine,10716,46,769036484,49658,71765,6.69,2.3,0.34,0.14,0.513,9.1,22.6,34.5,25.6,22.2,19.3,32.9
502011025,Mandurah,5249,45,318129019,44976,60608,5.77,2.12,0.37,0.16,0.49,6.5,20.2,32.6,26.6,25.4,21.4,26.6
502011026,Mandurah - East,3219,49,207824980,47594,64562,7.03,2.3,0.33,0.12,0.491,5.7,18.9,31.1,27,22.4,19.8,30.8
502011027,Mandurah - North,9220,41,657606328,55610,71324,5.29,2.03,0.38,0.19,0.452,5.4,17.7,29.3,21,22.2,21.1,35.7
502011028,Mandurah - South,4916,47,301889050,45718,61409,6.26,2.17,0.35,0.14,0.487,6.2,19.6,32.1,27.2,23.8,21.7,27.2
502011029,Pinjarra,4693,44,308381372,48023,65711,6.04,2.31,0.38,0.16,0.478,5.7,18.2,30,24.7,24.2,18.7,32.5
503011030,City Beach,4667,50,640219111,71990,137180,8.58,2.52,0.29,0.13,0.616,12.3,33.1,47.2,21,17.1,14.4,47.5
503011031,Claremont (WA),5435,49,638080673,62339,117402,7.59,2.47,0.33,0.14,0.616,14.4,35.1,47.9,22.3,17.9,18.2,41.6
503011032,Cottesloe,5478,46,749611321,74628,136840,8.11,2.4,0.3,0.12,0.616,13.6,34.4,47.9,20.5,16,15.6,48
503011033,Floreat,5155,47,597870638,68496,115979,8.26,2.52,0.3,0.14,0.573,10.3,27.9,41.6,21.4,17.6,15.3,45.8
503011034,Mosman Park - Peppermint Grove,6904,46,935357639,65402,135481,8.14,2.51,0.31,0.13,0.654,18.8,39.7,52.5,21.8,17,17.4,43.7
503011035,Nedlands - Dalkeith - Crawley,11658,47,1637327595,64841,140447,10.26,2.75,0.27,0.11,0.664,17,37.8,52.2,25.2,16.2,14.6,44
503011036,Swanbourne - Mount Claremont,5597,48,661344646,65322,118161,9.13,2.62,0.29,0.12,0.605,11.1,30.8,44.8,23.6,16.5,15.9,44
503021037,Kings Park (WA),22,56,5928949,98582,269498,,,,,,,,,,,,
503021038,Mount Hawthorn - Leederville,7139,39,615883029,66393,86270,5.27,1.96,0.37,0.19,0.477,7,20.7,32.5,18.5,18.1,21.6,41.7
503021039,Mount Lawley - Inglewood,11236,39,1010527274,60619,89937,5.44,2.04,0.37,0.19,0.526,11.6,27.2,38.8,19.9,19.9,21.7,38.5
503021040,North Perth,5866,39,489625061,61983,83468,5.31,1.99,0.38,0.19,0.482,7.5,21.7,33.5,19.3,19.4,21.9,39.4
503021041,Perth City,25603,32,2124007992,54360,82959,7.02,2.25,0.32,0.16,0.539,9.5,25.8,38.4,25.5,19.1,19,36.3
503021042,Subiaco - Shenton Park,10699,44,1141373404,66914,106680,6.71,2.21,0.33,0.15,0.56,11.6,29.2,41.7,20.6,17.3,18.3,43.9
503021043,Wembley - West Leederville - Glendalough,11755,38,1017044827,57304,86520,5.61,2.1,0.37,0.19,0.528,10.6,26.8,38.9,21,20.5,21.8,36.7
504011044,Bassendean - Eden Hill - Ashfield,9188,41,597935740,54984,65078,4.29,1.75,0.41,0.2,0.426,6.3,18,28.7,20,22.5,26.5,31
504011045,Bayswater - Embleton - Bedford,14268,40,967485583,55778,67808,4.71,1.84,0.39,0.19,0.437,5.4,17.7,29,20.6,21.6,24.6,33.1
504011046,Maylands,8686,35,601782570,57147,69282,4.27,1.78,0.42,0.21,0.466,7.5,20.2,31.4,19,21.4,26.6,33
504011047,Morley,13398,40,746172200,47660,55693,4.58,1.79,0.39,0.18,0.426,4.8,16.7,27.7,24.4,24.8,27.1,23.8
504011048,Noranda,5234,46,310504550,47345,59325,4.76,1.91,0.4,0.18,0.449,5.8,18.3,29.8,23.9,25.5,23.5,27
504021049,Chidlow,1714,46,106126256,52335,61917,4.7,1.81,0.38,0.17,0.44,5.3,17.4,28.7,22.7,23.1,25.6,28.7
504021050,Glen Forrest - Darlington,4449,48,326501176,53228,73388,6.41,2.14,0.33,0.14,0.503,6.9,21.2,33.8,24.8,20.9,19.4,34.8
504021051,Helena Valley - Koongamia,3174,44,214931188,54316,67716,4.56,1.83,0.4,0.2,0.447,6.3,19.3,30.5,20.7,23.1,23.7,32.6
504021052,Malmalling - Reservoir,,,,,,,,,,,,,,,,,
504021053,Mundaring,8161,47,546040510,51610,66909,5.54,2.03,0.37,0.16,0.476,5.8,19.2,31.2,23.8,22.5,21.6,32.1
504021054,Swan View - Greenmount - Midvale,7068,44,425188353,50665,60157,4.53,1.79,0.39,0.19,0.429,5.6,17.4,28.4,22.4,23.7,26.3,27.6
504031055,Avon Valley National Park,,,,,,,,,,,,,,,,,
504031056,Ballajura,11320,42,645133840,49044,56991,4.01,1.71,0.43,0.22,0.411,5.3,17,27.8,21.6,25.9,29,23.4
504031057,Beechboro,10069,39,571193714,49748,56728,3.81,1.67,0.44,0.24,0.395,4.7,16,26.6,20.8,26,30.1,23.1
504031058,Bullsbrook,3000,44,197781752,52422,65927,4.46,1.85,0.42,0.2,0.451,7,19.6,30.9,20.8,24,24.8,30.4
504031059,Ellenbrook,18507,37,1243685932,57544,67201,3.94,1.72,0.44,0.23,0.408,5.6,16.9,27.6,17.8,22.1,27.9,32.2
504031060,Gidgegannup,1800,47,136307799,51026,75727,5.6,2.07,0.37,0.17,0.537,13.8,27.4,38.7,23.7,22.7,20.7,32.9
504031061,Hazelmere - Guildford,2554,42,181202236,57914,70948,4.5,1.8,0.4,0.19,0.444,7.6,19.1,30,19.6,20.5,25.6,34.4
504031062,Lockridge - Kiara,5529,38,329375339,51988,59572,3.5,1.64,0.47,0.26,0.394,5.6,16.7,27,18.6,25,31.4,25
504031063,Malaga,153,46,13489058,62252,88164,4.88,1.84,0.38,0.27,0.488,,23.8,35.9,18.8,20.1,20.8,40.3
504031064,Melaleuca - Lexia,,,,,,,,,,,,,,,,,
504031065,Middle Swan - Herne Hill,3234,44,198705970,49807,61443,4.65,1.79,0.38,0.18,0.453,8,20,31.1,23.6,23.5,26.6,26.3
504031066,Midland - Guildford,5958,40,379723421,52309,63733,4.03,1.74,0.43,0.22,0.431,7.7,19.6,30.1,20.2,23.3,29.1,27.4
504031067,Stratton - Jane Brook,4062,40,259730457,56114,63942,3.83,1.67,0.44,0.22,0.401,4.8,16.3,27,18.8,22.3,29,29.9
504031068,The Vines,5353,44,398991105,57381,74536,4.79,1.88,0.39,0.18,0.478,8.4,21.9,33.2,19.9,20.7,24.6,34.8
504031069,Walyunga National Park,,,,,,,,,,,,,,,,,
505011070,Craigie - Beldon,6118,38,374149935,53870,61156,3.77,1.68,0.44,0.24,0.389,4.4,15.3,25.8,18.8,24.3,28.4,28.5
505011071,Currambine - Kinross,9203,43,606871719,53357,65943,4.73,1.88,0.4,0.21,0.438,5.1,17.7,29.2,21.3,23,24.4,31.4
505011072,Duncraig,10201,46,768675760,56441,75353,5.83,2.02,0.35,0.15,0.488,8.4,21.4,33.1,22.7,20.4,20.6,36.4
505011073,Greenwood - Warwick,8601,43,536726405,52048,62403,4.85,1.85,0.38,0.16,0.434,5,16.8,28,22.6,22.2,25,30.2
505011074,Heathridge - Connolly,6784,41,437679884,52187,64516,4.27,1.83,0.43,0.22,0.435,6.2,18.7,29.8,20,25.1,25.5,29.4
505011075,Hillarys,7672,47,648599151,58429,84541,5.96,2.12,0.35,0.17,0.52,9.2,24.3,36.7,21.6,20.5,19.8,38.2
505011076,Iluka - Burns Beach,5679,45,496381846,61985,87407,5.56,2.1,0.38,0.19,0.494,7.4,22,34.3,19.4,20.5,19.5,40.6
505011077,Joondalup - Edgewater,9104,41,568761450,50710,62474,4.57,1.85,0.41,0.21,0.437,5.6,18.1,29.4,22,24.4,25,28.7
505011078,Kingsley,8334,46,560474253,54721,67252,4.97,1.86,0.37,0.18,0.443,5.7,18,29.2,21.9,21.6,22.9,33.6
505011079,Mullaloo - Kallaroo,7519,45,559381073,55366,74396,5.6,1.99,0.36,0.18,0.489,7.4,21.8,33.8,22.7,20.7,22.3,34.3
505011080,Ocean Reef,5420,46,398254681,53927,73479,5.54,2.06,0.37,0.17,0.49,7.1,21.3,33.6,22.5,22.1,20.7,34.8
505011081,Padbury,5501,41,360858652,54412,65599,4.54,1.81,0.4,0.2,0.433,6.1,18,28.9,20.8,22.3,25.7,31.2
505011082,Sorrento - Marmion,6959,49,603309553,57553,86695,6.76,2.25,0.33,0.15,0.535,9.1,25.1,37.6,23,19.7,18.9,38.5
505011083,Woodvale,6456,47,459966214,54778,71246,5.43,2.02,0.37,0.18,0.468,6.6,19.5,31.3,21.8,22.1,22,34.1
505021084,Balcatta - Hamersley,9686,40,595145070,51941,61444,4.42,1.78,0.4,0.19,0.428,5.6,17.5,28.5,21.6,23.5,26.8,28.1
505021085,Balga - Mirrabooka,9608,35,457261981,43261,47592,3.86,1.65,0.43,0.23,0.396,4.3,15.2,25.5,25,29.4,30.3,15.3
505021086,Dianella,15426,43,1036953856,50297,67221,5.2,1.94,0.37,0.17,0.486,8.8,22.5,34,24,23,23.1,29.9
505021087,Herdsman,,,,,,,,,,,,,,,,,
505021088,Innaloo - Doubleview,11042,36,843701020,62003,76408,4.61,1.81,0.39,0.2,0.444,6.7,19.3,30.3,18.8,19,24,38.2
505021089,Karrinyup - Gwelup - Carine,12924,45,1040013142,59771,80471,6.1,2.05,0.34,0.15,0.492,7.1,21.3,33.4,22.1,19.2,20,38.8
505021090,Nollamara - Westminster,10251,33,580217049,50667,56601,3.88,1.66,0.43,0.23,0.392,4.5,15.5,25.9,21,24.9,30.3,23.8
505021091,Osborne Park Industrial,126,45,14659770,72695,116347,5.02,1.97,0.39,0.14,0.596,,40.2,48.1,14.4,20,20,45.6
505021092,Scarborough,11601,35,900921609,61434,77659,4.61,1.85,0.4,0.2,0.454,7.1,20,31.4,18.4,20.3,23.5,37.9
505021093,Stirling - Osborne Park,9426,39,673085321,54332,71407,4.7,1.9,0.4,0.21,0.468,7.5,21.4,33,20.5,22,25.8,31.7
505021094,Trigg - North Beach - Watermans Bay,5196,46,479482609,61423,92279,6.65,2.2,0.33,0.15,0.535,9.9,25.9,38.2,21.9,19.1,18.1,40.9
505021095,Tuart Hill - Joondanna,7878,35,528569572,56414,67094,3.92,1.74,0.44,0.22,0.414,5.7,17.5,28.2,18.6,21.7,28,31.7
505021096,Wembley Downs - Churchlands - Woodlands,9250,46,833287375,57345,90085,6.96,2.24,0.32,0.13,0.558,11.3,28,40.4,24.3,18.8,18.7,38.2
505021097,Yokine - Coolbinia - Menora,10195,41,778433790,54809,76354,5.37,1.97,0.37,0.17,0.505,10.4,24.9,36.4,22.2,21.2,22.9,33.6
505031098,Alexander Heights - Koondoola,6480,41,344394307,46061,53147,4.07,1.71,0.42,0.21,0.412,5.2,16.7,27.4,23.6,27.2,28.9,20.2
505031099,Butler - Merriwa - Ridgewood,12120,38,734512773,50226,60603,4.14,1.82,0.44,0.24,0.417,4.7,16.6,27.9,20.4,25.9,27.2,26.5
505031100,Carramar,9251,37,595410477,54549,64362,3.99,1.73,0.43,0.24,0.411,5.4,17.2,28,18.8,23.5,28.3,29.5
505031101,Clarkson,7418,36,445884502,50910,60108,4.05,1.78,0.44,0.24,0.406,4.4,16,27,20,25.6,28,26.4
505031102,Girrawheen,4249,37,204229415,43865,48065,3.7,1.63,0.44,0.24,0.38,3.8,14.5,24.8,24.2,29.8,30.6,15.4
505031103,Madeley - Darch - Landsdale,14570,40,970770962,54638,66628,4.36,1.8,0.41,0.22,0.435,6.2,18.4,29.6,20.2,22.8,25.8,31.3
505031104,Marangaroo,5883,40,312081475,46827,53048,3.89,1.68,0.43,0.23,0.399,4.8,16.1,26.5,22.8,27.3,29.7,20.2
505031105,Mindarie - Quinns Rocks - Jindalee,11351,44,819790297,53394,72222,5.07,2.04,0.4,0.22,0.47,6.6,20.1,32.1,20.9,23.4,21.9,33.8
505031106,Neerabup National Park,,,,,,,,,,,,,,,,,
505031107,Tapping - Ashby - Sinagra,7904,39,530941084,55760,67174,4.47,1.8,0.4,0.21,0.431,5.9,17.9,28.9,19.8,22.4,24.9,32.9
505031108,Wanneroo,15634,39,1004387082,53337,64244,4.27,1.77,0.41,0.22,0.428,6.1,18.2,29.1,20.3,23.4,26.9,29.4
505031255,Alkimos - Eglinton,3061,34,211965784,60379,69247,3.74,1.73,0.46,0.24,0.386,3.8,14.8,25.5,15.6,21,28.6,34.8
505031256,Carabooda - Pinjar,511,44,33773875,47913,66094,5.08,2,0.39,0.2,0.49,6.5,21,34.2,24.6,23.8,23.8,27.9
505031257,Two Rocks,1490,44,93781338,48470,62940,5.76,2.08,0.36,0.17,0.466,4.7,17.5,29.8,25.3,23.5,21.8,29.5
505031258,Yanchep,4202,41,274114148,53424,65234,4.86,1.89,0.39,0.2,0.431,4.6,16.6,28,21.7,22.3,24.2,31.8
506011110,Armadale - Wungong - Brookdale,8881,38,471803134,47426,53125,3.78,1.64,0.44,0.23,0.392,4.5,15.8,26.2,21.9,27.3,31.2,19.5
506011111,Ashendon - Lesley,,,,,,,,,,,,,,,,,
506011112,Camillo - Champion Lakes,2965,41,165381161,49607,55778,3.99,1.67,0.42,0.21,0.402,4.6,16,26.6,21.7,25.6,29.9,22.8
506011113,Forrestdale - Harrisdale - Piara Waters,10272,34,737024076,61912,71751,3.87,1.69,0.44,0.23,0.403,5.6,16.6,27.2,16.7,19.8,26.5,37
506011114,Kelmscott,5877,42,342159417,50245,58220,4.15,1.71,0.41,0.2,0.417,5.1,17.2,28,21.8,24.5,28.7,25
506011115,Mount Nasura - Mount Richon - Bedfordale,5130,46,342661068,53451,66796,4.87,1.87,0.38,0.17,0.454,5.9,19,30.5,21.8,22.2,24.3,31.8
506011116,Roleystone,4658,47,320909742,53401,68894,5.52,1.97,0.36,0.17,0.474,6.9,19.9,31.6,23.5,21.1,22.1,33.2
506011117,Seville Grove,5477,36,317882512,52287,58040,3.66,1.63,0.45,0.25,0.382,4.1,15,25.5,19.3,24.9,31.5,24.2
506021118,Belmont - Ascot - Redcliffe,8801,37,574999384,53055,65333,4.5,1.84,0.41,0.2,0.44,6.3,18.5,29.7,20.8,22.9,26.1,30.2
506021119,East Victoria Park - Carlisle,10773,35,721740077,54762,66995,4.9,1.87,0.38,0.19,0.442,5.1,17.8,29.2,21.6,21.3,24.6,32.5
506021120,Kewdale Commercial,34,44,2399164,65986,70564,,,,,,,,,,,,
506021121,Perth Airport,,,,,,,,,,,,,,,,,
506021122,Rivervale - Kewdale - Cloverdale,14727,35,906434939,51444,61549,4.44,1.79,0.4,0.2,0.431,5.7,17.7,29,21.8,23.7,27.4,27.2
506021123,Victoria Park - Lathlain - Burswood,10383,35,744479816,54369,71702,4.98,1.94,0.39,0.2,0.471,7.9,21,32.7,21.2,21.8,24.3,32.6
506031124,Bentley - Wilson - St James,11232,33,589730739,41509,52505,5.45,1.96,0.36,0.17,0.463,6,18.7,30.4,29.5,25.9,22.8,21.8
506031125,Canning Vale - West,6803,44,451324394,51933,66342,5.48,1.97,0.36,0.17,0.467,5.8,19.1,31,24.4,21.3,22.8,31.5
506031126,Canning Vale Commercial,60,44,7921729,70103,132029,,,,,,,,,19,17.5,17.5,46
506031127,Cannington - Queens Park,10707,33,575283388,47224,53730,4.15,1.7,0.41,0.21,0.408,4.7,16.3,27,23.8,25.8,29.4,21
506031128,Parkwood - Ferndale - Lynwood,8594,41,491391379,48909,57178,4.64,1.79,0.38,0.18,0.426,5.1,16.7,27.7,24.2,23.9,26.7,25.2
506031129,Riverton - Shelley - Rossmoyne,8573,46,623256184,49249,72700,6.99,2.18,0.31,0.13,0.535,9.8,25,37.5,27.6,20.6,19.7,32.1
506031130,Welshpool,128,45,10191906,68603,79624,4.38,1.73,0.39,0.21,0.421,,16.8,28.6,15.3,19.8,22.1,42.7
506031131,Willetton,11476,44,728354503,48887,63468,6.24,2.03,0.33,0.13,0.485,6.4,19.9,31.9,26.7,21.6,21.5,30.2
506041132,Beckenham - Kenwick - Langford,10443,37,549439956,46364,52613,4.14,1.68,0.41,0.2,0.411,5.1,16.7,27.3,24.2,26.4,29.6,19.8
506041133,Canning Vale - East,13744,40,902910167,53943,65695,4.92,1.86,0.38,0.18,0.441,5.5,17.8,29.1,21.9,22,24.1,32
506041134,Gosnells,10567,39,563984393,48276,53372,3.78,1.62,0.43,0.22,0.388,4.4,15.5,25.8,21.7,26.4,31.7,20.2
506041135,Huntingdale - Southern River,10817,38,699956560,55039,64709,4.26,1.76,0.41,0.22,0.418,5,16.8,28,19.7,22.7,27.5,30.1
506041136,Maddington - Orange Grove - Martin,7116,40,388146282,47298,54546,3.99,1.68,0.42,0.21,0.414,5.3,17.4,28,23,26.4,29.8,20.8
506041137,Thornlie,14125,41,804704614,49203,56970,4.37,1.75,0.4,0.19,0.417,4.8,16.5,27.4,23.1,24.4,28,24.5
506051138,Forrestfield - Wattle Grove,11178,39,706744467,54866,63226,3.96,1.71,0.43,0.22,0.405,5,16.3,27,19.2,22.5,29.2,29.1
506051139,High Wycombe,7461,40,476933907,55677,63924,3.81,1.72,0.45,0.25,0.396,4.6,15.7,26.4,17.7,23.2,29.3,29.8
506051140,Kalamunda - Maida Vale - Gooseberry Hill,9878,48,704738372,53029,71344,5.58,2.01,0.36,0.15,0.489,7.5,21.6,33.6,23.5,21.3,21.7,33.4
506051141,Lesmurdie - Bickley - Carmel,7030,47,485009329,51681,68991,5.28,1.98,0.37,0.17,0.479,7,20.7,32.5,23.4,22.2,22,32.3
506061142,Byford,8046,36,539434174,57830,67044,3.88,1.73,0.44,0.23,0.404,5,16.3,27,17.2,22.3,28.1,32.3
506061143,Mundijong,3756,45,256113891,53657,68188,5.02,1.93,0.38,0.18,0.464,6.4,19.5,31.1,21.6,22.7,23.5,32.2
506061144,Serpentine - Jarrahdale,2423,46,166240497,50512,68609,5.87,2.16,0.37,0.16,0.495,7,20.3,32.1,23.8,23.6,18.4,34.2
506071145,Como,9651,38,739645977,59568,76639,5.13,1.86,0.36,0.18,0.473,7.2,21.2,33,20.8,19.2,23.5,36.5
506071146,Manning - Waterford,6662,44,524724815,51420,78764,6.91,2.25,0.33,0.14,0.545,9.7,26,38.7,26,20.9,18.8,34.3
506071147,South Perth - Kensington,11599,43,1152137601,62115,99331,6.18,2.18,0.35,0.16,0.556,13.7,29.7,41.6,20.5,18.9,19.8,40.7
507011148,Banjup,10121,38,727570387,59690,71887,4.58,1.83,0.4,0.2,0.432,5.5,17.3,28.4,19.2,20.8,23.2,36.9
507011150,Bibra Industrial,101,43,8182523,65052,81015,5.51,1.96,0.36,0.28,0.465,,17.5,29.3,19.6,15.7,25.5,39.2
507011151,Bibra Lake,,,,,,,,,,,,,,,,,
507011152,Coogee,5678,44,420533509,56218,74064,5.21,2.01,0.39,0.2,0.465,6.5,19.5,31.3,20.5,21.9,22.4,35.2
507011153,Coolbellup,4618,41,289250348,52800,62635,4.5,1.77,0.39,0.19,0.428,5.1,17.5,28.7,21.6,23,26.8,28.7
507011154,Hamilton Hill,6042,40,366190089,49513,60607,4.59,1.85,0.4,0.2,0.44,5.8,18.1,29.3,22.7,24.6,25.5,27.2
507011155,Henderson,43,47,5340445,89579,124196,,,,,,,,,,,,
507011158,North Coogee,1342,46,148262857,75993,110479,5.85,2.15,0.37,0.18,0.526,11.1,26,37.5,16.9,16.3,17.8,49
507011159,South Lake - Cockburn Central,7361,40,463757593,53932,63002,4.16,1.75,0.42,0.22,0.414,4.9,16.7,27.7,19.8,23.4,27.2,29.5
507011160,Spearwood,5627,42,345621704,50699,61422,4.45,1.81,0.41,0.2,0.434,5.2,17.8,29.2,22,24.3,26.6,27.1
507011161,Success - Hammond Park,8885,36,637162568,60141,71712,4.32,1.8,0.42,0.21,0.419,4.9,16.7,27.8,18,20.8,24.5,36.7
507011163,Yangebup,4671,39,301350868,54840,64515,3.89,1.76,0.45,0.24,0.405,4.5,16,26.9,18.4,23.3,27.8,30.5
507011259,Beeliar - Wattleup,4811,39,337776229,57980,70209,4.21,1.82,0.43,0.22,0.423,5.4,17.1,28.2,18.1,22,25.1,34.8
507011260,Jandakot,1906,46,148274592,56560,77794,5.57,2.05,0.37,0.19,0.493,8.6,22.2,34.1,21.3,20.5,22.2,35.9
507021164,East Fremantle,4925,46,458791089,62515,93156,6.96,2.2,0.32,0.15,0.531,8.5,24.7,37.4,22.2,17.5,18.9,41.4
507021165,Fremantle,10072,42,834451717,56659,82849,6.23,2.09,0.34,0.17,0.528,10.6,25.7,37.7,23.5,19.9,19.8,36.9
507021166,Fremantle - South,9094,43,648160180,52887,71273,5.52,2,0.36,0.17,0.49,9.2,22.2,33.8,23.4,21.5,22.1,33
507021167,O'Connor (WA),76,44,5125979,43471,67447,,,,,,,,,29.5,25.6,12.8,32.1
507031169,Bertram - Wellard (West),7237,35,478332851,58081,66095,3.79,1.69,0.45,0.23,0.395,4.3,15.6,26.3,17.9,21.2,28.8,32.2
507031170,Calista,3646,39,201519474,48743,55271,3.92,1.72,0.44,0.22,0.395,4.1,15.4,26,21.3,26.9,29,22.8
507031172,Hope Valley - Postans,63,51,3314932,48571,52618,,,,,,,,,16.9,29.2,35.4,18.5
507031173,Kwinana Industrial,47,49,5763089,88587,122619,,,,,,,,,,,,
507031174,Parmelia - Orelia,5551,39,319519260,50152,57561,4.01,1.7,0.42,0.22,0.405,4.3,16.1,27,21.3,25.3,29.2,24.1
507031261,Casuarina - Wandi,2713,38,201477848,59462,74264,4.44,1.83,0.41,0.22,0.44,6.2,19,30.3,18.2,20.1,26.5,35.3
507041175,Applecross - Ardross,7996,47,844484554,57367,105613,7.83,2.51,0.32,0.14,0.607,15.5,33.5,46,24.4,19.3,17.4,39
507041176,Bateman,2466,44,173685348,52476,70432,6.26,2.06,0.33,0.14,0.499,7.5,21.9,33.6,25.7,20.5,19.9,33.9
507041177,Bicton - Palmyra,8945,44,722392247,59996,80759,5.37,1.93,0.36,0.19,0.491,8.9,23.1,34.8,20.8,19.9,21.4,37.9
507041178,Booragoon,9920,46,857576045,56099,86449,6.8,2.19,0.32,0.14,0.546,11.5,27.1,39.3,24.1,19.5,19.1,37.3
507041179,Bull Creek,5096,47,335166110,47578,65770,7.18,2.16,0.3,0.11,0.515,6.7,21.4,34,28.6,20.8,19.8,30.7
507041180,Leeming,7786,46,552339432,54114,70940,5.55,2.01,0.36,0.17,0.474,6.2,19.9,31.9,23.3,20.9,21.6,34.2
507041181,Melville,10513,45,929144736,59282,88381,6.2,2.1,0.34,0.15,0.535,11.9,26.6,38.5,22.3,19.3,19.4,38.9
507041182,Murdoch - Kardinya,8193,45,519951172,46144,63463,6.25,2.09,0.33,0.14,0.499,7.7,21.9,34,27.5,23,20.8,28.7
507041183,Willagee,2566,38,168332255,54078,65601,5.03,1.88,0.37,0.19,0.435,4.9,17.1,28.2,22.4,21.8,22.5,33.4
507041184,Winthrop,4368,47,318724218,47840,72968,7.38,2.29,0.31,0.13,0.544,8.5,24.8,37.8,28.2,21,18.7,32.1
507051185,Baldivis,17030,36,1246439722,61405,73191,4.59,1.84,0.4,0.2,0.425,5,16.6,27.7,18.5,19.8,24.2,37.5
507051186,Cooloongup,4482,41,263750383,49158,58847,4.33,1.82,0.42,0.22,0.421,4.6,16.8,28.2,22.3,25,27.4,25.3
507051187,Port Kennedy,7787,41,542352070,56118,69648,4.76,1.91,0.4,0.2,0.436,5,17.2,28.6,20,21.8,23.7,34.5
507051188,Rockingham,8328,45,540424109,51941,64892,4.81,1.87,0.39,0.19,0.451,5.5,18.7,30.5,22.3,23.1,25.1,29.5
507051189,Rockingham Lakes,,,,,,,,,,,,,,,,,
507051190,Safety Bay - Shoalwater,6751,46,452028809,50575,66957,5.69,2.1,0.37,0.15,0.475,5.8,18.8,30.9,23.7,23.2,20.9,32.1
