Measure,Year,SA3_MAIN11,SA2_NAME11,Estimates_resident_population
Estimated Resident Population,2010,10701,Dapto - Port Kembla,75209
Estimated Resident Population,2011,10701,Dapto - Port Kembla,75330
Estimated Resident Population,2012,10701,Dapto - Port Kembla,75643
Estimated Resident Population,2013,10701,Dapto - Port Kembla,76110
Estimated Resident Population,2014,10701,Dapto - Port Kembla,76689
Estimated Resident Population,2015,10701,Dapto - Port Kembla,77404
Estimated Resident Population,2016,10701,Dapto - Port Kembla,77934
Estimated Resident Population,1991,10702,Illawarra Catchment Reserve,13
Estimated Resident Population,1992,10702,Illawarra Catchment Reserve,13
Estimated Resident Population,1993,10702,Illawarra Catchment Reserve,13
Estimated Resident Population,1994,10702,Illawarra Catchment Reserve,13
Estimated Resident Population,1995,10702,Illawarra Catchment Reserve,13
Estimated Resident Population,1996,10702,Illawarra Catchment Reserve,13
Estimated Resident Population,1997,10702,Illawarra Catchment Reserve,13
Estimated Resident Population,1998,10702,Illawarra Catchment Reserve,13
Estimated Resident Population,1999,10702,Illawarra Catchment Reserve,13
Estimated Resident Population,2000,10702,Illawarra Catchment Reserve,13
Estimated Resident Population,2001,10702,Illawarra Catchment Reserve,13
Estimated Resident Population,2002,10702,Illawarra Catchment Reserve,13
Estimated Resident Population,2003,10702,Illawarra Catchment Reserve,13
Estimated Resident Population,2004,10702,Illawarra Catchment Reserve,13
Estimated Resident Population,2005,10702,Illawarra Catchment Reserve,13
Estimated Resident Population,2006,10702,Illawarra Catchment Reserve,13
Estimated Resident Population,2007,10702,Illawarra Catchment Reserve,13
Estimated Resident Population,2008,10702,Illawarra Catchment Reserve,13
Estimated Resident Population,2009,10702,Illawarra Catchment Reserve,13
Estimated Resident Population,2010,10702,Illawarra Catchment Reserve,13
Estimated Resident Population,2011,10702,Illawarra Catchment Reserve,13
Estimated Resident Population,2012,10702,Illawarra Catchment Reserve,11
Estimated Resident Population,2013,10702,Illawarra Catchment Reserve,10
Estimated Resident Population,2014,10702,Illawarra Catchment Reserve,8
Estimated Resident Population,2015,10702,Illawarra Catchment Reserve,7
Estimated Resident Population,2016,10702,Illawarra Catchment Reserve,5
Estimated Resident Population,1991,10703,Kiama - Shellharbour,64753
Estimated Resident Population,1992,10703,Kiama - Shellharbour,66465
Estimated Resident Population,1993,10703,Kiama - Shellharbour,67950
Estimated Resident Population,1994,10703,Kiama - Shellharbour,69297
Estimated Resident Population,1995,10703,Kiama - Shellharbour,70860
Estimated Resident Population,1996,10703,Kiama - Shellharbour,72024
Estimated Resident Population,1997,10703,Kiama - Shellharbour,73501
Estimated Resident Population,1998,10703,Kiama - Shellharbour,74680
Estimated Resident Population,1999,10703,Kiama - Shellharbour,76168
Estimated Resident Population,2000,10703,Kiama - Shellharbour,77721
Estimated Resident Population,2001,10703,Kiama - Shellharbour,79109
Estimated Resident Population,2002,10703,Kiama - Shellharbour,79844
Estimated Resident Population,2003,10703,Kiama - Shellharbour,80623
Estimated Resident Population,2004,10703,Kiama - Shellharbour,81015
Estimated Resident Population,2005,10703,Kiama - Shellharbour,81437
Estimated Resident Population,2006,10703,Kiama - Shellharbour,81794
Estimated Resident Population,2007,10703,Kiama - Shellharbour,82623
Estimated Resident Population,2008,10703,Kiama - Shellharbour,83828
Estimated Resident Population,2009,10703,Kiama - Shellharbour,84940
Estimated Resident Population,2010,10703,Kiama - Shellharbour,86058
Estimated Resident Population,2011,10703,Kiama - Shellharbour,86959
Estimated Resident Population,2012,10703,Kiama - Shellharbour,87808
Estimated Resident Population,2013,10703,Kiama - Shellharbour,88934
Estimated Resident Population,2014,10703,Kiama - Shellharbour,90283
Estimated Resident Population,2015,10703,Kiama - Shellharbour,91397
Estimated Resident Population,2016,10703,Kiama - Shellharbour,92470
Estimated Resident Population,1991,10704,Wollongong,110606
Estimated Resident Population,1992,10704,Wollongong,110939
Estimated Resident Population,1993,10704,Wollongong,111186
Estimated Resident Population,1994,10704,Wollongong,111507
Estimated Resident Population,1995,10704,Wollongong,112215
Estimated Resident Population,1996,10704,Wollongong,113220
Estimated Resident Population,1997,10704,Wollongong,113953
Estimated Resident Population,1998,10704,Wollongong,114099
Estimated Resident Population,1999,10704,Wollongong,114599
Estimated Resident Population,2000,10704,Wollongong,115120
Estimated Resident Population,2001,10704,Wollongong,115960
Estimated Resident Population,2002,10704,Wollongong,117160
Estimated Resident Population,2003,10704,Wollongong,117588
Estimated Resident Population,2004,10704,Wollongong,117648
Estimated Resident Population,2005,10704,Wollongong,117946
Estimated Resident Population,2006,10704,Wollongong,118134
Estimated Resident Population,2007,10704,Wollongong,119486
Estimated Resident Population,2008,10704,Wollongong,121521
Estimated Resident Population,2009,10704,Wollongong,123364
Estimated Resident Population,2010,10704,Wollongong,125246
Estimated Resident Population,2011,10704,Wollongong,126725
Estimated Resident Population,2012,10704,Wollongong,127658
Estimated Resident Population,2013,10704,Wollongong,129009
Estimated Resident Population,2014,10704,Wollongong,130368
Estimated Resident Population,2015,10704,Wollongong,131742
Estimated Resident Population,2016,10704,Wollongong,133292
Estimated Resident Population,1991,10801,Great Lakes,22714
Estimated Resident Population,1992,10801,Great Lakes,23376
Estimated Resident Population,1993,10801,Great Lakes,23928
Estimated Resident Population,1994,10801,Great Lakes,24404
Estimated Resident Population,1995,10801,Great Lakes,25023
Estimated Resident Population,1996,10801,Great Lakes,25580
Estimated Resident Population,1997,10801,Great Lakes,26249
Estimated Resident Population,1998,10801,Great Lakes,26843
Estimated Resident Population,1999,10801,Great Lakes,27088
Estimated Resident Population,2000,10801,Great Lakes,27580
Estimated Resident Population,2001,10801,Great Lakes,28094
Estimated Resident Population,2002,10801,Great Lakes,28489
Estimated Resident Population,2003,10801,Great Lakes,28719
Estimated Resident Population,2004,10801,Great Lakes,29094
Estimated Resident Population,2005,10801,Great Lakes,29244
Estimated Resident Population,2006,10801,Great Lakes,29321
Estimated Resident Population,2007,10801,Great Lakes,29705
Estimated Resident Population,2008,10801,Great Lakes,29894
Estimated Resident Population,2009,10801,Great Lakes,30285
Estimated Resident Population,2010,10801,Great Lakes,30706
Estimated Resident Population,2011,10801,Great Lakes,30967
Estimated Resident Population,2012,10801,Great Lakes,31087
Estimated Resident Population,2013,10801,Great Lakes,31269
Estimated Resident Population,2014,10801,Great Lakes,31442
Estimated Resident Population,2015,10801,Great Lakes,31627
Estimated Resident Population,2016,10801,Great Lakes,31895
Estimated Resident Population,1991,10802,Kempsey - Nambucca,42168
Estimated Resident Population,1992,10802,Kempsey - Nambucca,42978
Estimated Resident Population,1993,10802,Kempsey - Nambucca,43245
Estimated Resident Population,1994,10802,Kempsey - Nambucca,43755
Estimated Resident Population,1995,10802,Kempsey - Nambucca,43984
Estimated Resident Population,1996,10802,Kempsey - Nambucca,44094
Estimated Resident Population,1997,10802,Kempsey - Nambucca,44421
Estimated Resident Population,1998,10802,Kempsey - Nambucca,44831
Estimated Resident Population,1999,10802,Kempsey - Nambucca,44948
Estimated Resident Population,2000,10802,Kempsey - Nambucca,44976
Estimated Resident Population,2001,10802,Kempsey - Nambucca,45235
Estimated Resident Population,2002,10802,Kempsey - Nambucca,45369
Estimated Resident Population,2003,10802,Kempsey - Nambucca,45378
Estimated Resident Population,2004,10802,Kempsey - Nambucca,45814
Estimated Resident Population,2005,10802,Kempsey - Nambucca,46332
Estimated Resident Population,2006,10802,Kempsey - Nambucca,46389
Estimated Resident Population,2007,10802,Kempsey - Nambucca,46742
Estimated Resident Population,2008,10802,Kempsey - Nambucca,47203
Estimated Resident Population,2009,10802,Kempsey - Nambucca,47724
Estimated Resident Population,2010,10802,Kempsey - Nambucca,48176
Estimated Resident Population,2011,10802,Kempsey - Nambucca,48418
Estimated Resident Population,2012,10802,Kempsey - Nambucca,48578
Estimated Resident Population,2013,10802,Kempsey - Nambucca,48746
Estimated Resident Population,2014,10802,Kempsey - Nambucca,48892
Estimated Resident Population,2015,10802,Kempsey - Nambucca,48959
Estimated Resident Population,2016,10802,Kempsey - Nambucca,49005
Estimated Resident Population,1991,10803,Lord Howe Island,356
Estimated Resident Population,1992,10803,Lord Howe Island,355
Estimated Resident Population,1993,10803,Lord Howe Island,358
Estimated Resident Population,1994,10803,Lord Howe Island,350
Estimated Resident Population,1995,10803,Lord Howe Island,332
Estimated Resident Population,1996,10803,Lord Howe Island,331
Estimated Resident Population,1997,10803,Lord Howe Island,337
Estimated Resident Population,1998,10803,Lord Howe Island,324
Estimated Resident Population,1999,10803,Lord Howe Island,360
Estimated Resident Population,2000,10803,Lord Howe Island,363
Estimated Resident Population,2001,10803,Lord Howe Island,363
Estimated Resident Population,2002,10803,Lord Howe Island,364
Estimated Resident Population,2003,10803,Lord Howe Island,359
Estimated Resident Population,2004,10803,Lord Howe Island,354
Estimated Resident Population,2005,10803,Lord Howe Island,357
Estimated Resident Population,2006,10803,Lord Howe Island,357
Estimated Resident Population,2007,10803,Lord Howe Island,364
Estimated Resident Population,2008,10803,Lord Howe Island,371
Estimated Resident Population,2009,10803,Lord Howe Island,377
Estimated Resident Population,2010,10803,Lord Howe Island,385
Estimated Resident Population,2011,10803,Lord Howe Island,392
Estimated Resident Population,2012,10803,Lord Howe Island,399
Estimated Resident Population,2013,10803,Lord Howe Island,397
Estimated Resident Population,2014,10803,Lord Howe Island,402
Estimated Resident Population,2015,10803,Lord Howe Island,409
Estimated Resident Population,2016,10803,Lord Howe Island,412
Estimated Resident Population,1991,10804,Port Macquarie,49469
Estimated Resident Population,1992,10804,Port Macquarie,51155
Estimated Resident Population,1993,10804,Port Macquarie,52557
Estimated Resident Population,1994,10804,Port Macquarie,54356
Estimated Resident Population,1995,10804,Port Macquarie,56152
Estimated Resident Population,1996,10804,Port Macquarie,57150
Estimated Resident Population,1997,10804,Port Macquarie,58266
Estimated Resident Population,1998,10804,Port Macquarie,60110
Estimated Resident Population,1999,10804,Port Macquarie,61708
Estimated Resident Population,2000,10804,Port Macquarie,63448
Estimated Resident Population,2001,10804,Port Macquarie,64874
Estimated Resident Population,2002,10804,Port Macquarie,66481
Estimated Resident Population,2003,10804,Port Macquarie,67820
Estimated Resident Population,2004,10804,Port Macquarie,68931
Estimated Resident Population,2005,10804,Port Macquarie,69633
Estimated Resident Population,2006,10804,Port Macquarie,69963
Estimated Resident Population,2007,10804,Port Macquarie,71109
Estimated Resident Population,2008,10804,Port Macquarie,72523
Estimated Resident Population,2009,10804,Port Macquarie,73296
Estimated Resident Population,2010,10804,Port Macquarie,74432
Estimated Resident Population,2011,10804,Port Macquarie,75266
Estimated Resident Population,2012,10804,Port Macquarie,76290
Estimated Resident Population,2013,10804,Port Macquarie,77027
Estimated Resident Population,2014,10804,Port Macquarie,78025
Estimated Resident Population,2015,10804,Port Macquarie,78950
Estimated Resident Population,2016,10804,Port Macquarie,79929
Estimated Resident Population,1991,10805,Taree - Gloucester,46368
Estimated Resident Population,1992,10805,Taree - Gloucester,46970
Estimated Resident Population,1993,10805,Taree - Gloucester,47461
Estimated Resident Population,1994,10805,Taree - Gloucester,48027
Estimated Resident Population,1995,10805,Taree - Gloucester,48278
Estimated Resident Population,1996,10805,Taree - Gloucester,48401
Estimated Resident Population,1997,10805,Taree - Gloucester,48532
Estimated Resident Population,1998,10805,Taree - Gloucester,48740
Estimated Resident Population,1999,10805,Taree - Gloucester,49099
Estimated Resident Population,2000,10805,Taree - Gloucester,49298
Estimated Resident Population,2001,10805,Taree - Gloucester,49425
Estimated Resident Population,2002,10805,Taree - Gloucester,49733
Estimated Resident Population,2003,10805,Taree - Gloucester,50264
Estimated Resident Population,2004,10805,Taree - Gloucester,50640
Estimated Resident Population,2005,10805,Taree - Gloucester,50935
Estimated Resident Population,2006,10805,Taree - Gloucester,50987
Estimated Resident Population,2007,10805,Taree - Gloucester,51317
Estimated Resident Population,2008,10805,Taree - Gloucester,51696
Estimated Resident Population,2009,10805,Taree - Gloucester,52107
Estimated Resident Population,2010,10805,Taree - Gloucester,52607
Estimated Resident Population,2011,10805,Taree - Gloucester,53047
Estimated Resident Population,2012,10805,Taree - Gloucester,53351
Estimated Resident Population,2013,10805,Taree - Gloucester,53742
Estimated Resident Population,2014,10805,Taree - Gloucester,54073
Estimated Resident Population,2015,10805,Taree - Gloucester,54418
Estimated Resident Population,2016,10805,Taree - Gloucester,54761
